,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location_x,weather_type,temperature,humidity,wind,game_date,team,delta_match,pass_yds_MA_5,pass_td_MA_5,rush_yds_MA_5,rush_td_MA_5,rec_yds_MA_5,rec_td_MA_5,fumbles_MA_5,fumbles_rec_MA_5,defense_sacks_MA_5,defense_td_MA_5,interceptions_MA_5,interceptions_td_MA_5,kicks_return_yds_MA_5,kicks_return_td_MA_5,punt_return_yds_MA_5,kicking_pct_MA_5,date,stade,location_y,attendance,capacity,people,attendance_info,month,dayofmonth,dayofweek,hour,minute,win_streak,lose_streak
230,2017,14,Saints,Falcons,17,20,400951557,3,1,0,Falcons,2017_14_Falcons_Saints,Dan Quinn,Sean Payton,Home,cloudy,68,70,5,2017-12-08 01:25:00+00:00,Falcons,4 days 07:25:00,252.8,1.6,104.8,0.8,252.8,1.6,0.8,1.0,3.0,0.2,0.2,0.0,63.6,0.0,9.4,95.0,2017-12-08 01:25:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",72866.0,75000,97.0,1,12,8,4,1,25,1.0,0.0
234,2017,9,Bills,Jets,21,34,400951743,13,1,0,Jets,2017_09_Jets_Bills,Todd Bowles,Sean McDermott,Home,cloudy,68,70,11,2017-11-03 00:25:00+00:00,Bills,4 days 07:25:00,198.8,1.2,122.6,0.8,198.8,1.2,0.6,1.2,1.2,0.4,1.8,0.0,31.4,0.0,15.6,95.0,2017-11-03 00:25:00+00:00,MetLife Stadium,"East Rutherford, NJ",77562.0,82500,94.0,1,11,3,4,0,25,0.0,1.0
238,2017,9,Ravens,Titans,20,23,400951761,3,1,0,Titans,2017_09_Titans_Ravens,Mike Mularkey,John Harbaugh,Home,cloudy,75,66,10,2017-11-05 18:00:00+00:00,Ravens,9 days 17:35:00,188.8,0.8,117.6,0.4,188.8,0.8,1.8,0.6,2.2,0.6,0.8,0.4,85.2,0.2,32.0,83.34,2017-11-05 18:00:00+00:00,Nissan Stadium,"Nashville, TN",67322.0,69143,97.0,1,11,5,6,18,0,0.0,1.0
242,2017,9,Buccaneers,Saints,10,30,400951755,20,1,0,Saints,2017_09_Saints_Buccaneers,Sean Payton,Dirk Koetter,Home,cloudy,79,67,1,2017-11-05 18:00:00+00:00,Buccaneers,7 days 01:00:00,322.2,2.0,85.0,0.4,322.2,2.0,2.0,0.6,1.2,0.2,0.6,0.0,13.2,0.0,15.6,50.0,2017-11-05 18:00:00+00:00,Caesars Superdome,"New Orleans, LA",73121.0,73000,100.0,1,11,5,6,18,0,0.0,5.0
246,2017,9,Rams,Giants,51,17,400951758,-34,0,1,Rams,2017_09_Giants_Rams,Ben McAdoo,Sean McVay,Home,cloudy,56,92,6,2017-11-05 18:00:00+00:00,Giants,13 days 21:35:00,228.2,1.8,97.2,0.4,228.2,1.8,1.0,0.6,1.8,0.2,0.6,0.2,36.6,0.0,11.6,45.0,2017-11-05 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",76877.0,82500,93.0,1,11,5,6,18,0,0.0,2.0
250,2017,9,Broncos,Eagles,23,51,400951760,28,1,0,Eagles,2017_09_Eagles_Broncos,Doug Pederson,Vance Joseph,Home,cloudy,61,89,5,2017-11-05 18:00:00+00:00,Broncos,5 days 17:30:00,247.4,0.6,109.2,0.4,247.4,0.6,2.2,0.2,2.8,0.0,0.4,0.0,66.0,0.0,27.0,61.66,2017-11-05 18:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69596.0,69879,100.0,1,11,5,6,18,0,0.0,4.0
254,2017,9,Falcons,Panthers,17,20,400951749,3,1,0,Panthers,2017_09_Panthers_Falcons,Ron Rivera,Dan Quinn,Home,cloudy,61,86,4,2017-11-05 18:00:00+00:00,Falcons,7 days 01:00:00,254.2,1.4,131.6,0.6,254.2,1.4,1.6,0.2,2.0,0.0,0.2,0.0,59.4,0.0,12.4,70.0,2017-11-05 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",74244.0,73778,100.0,1,11,5,6,18,0,0.0,1.0
258,2017,16,Steelers,Texans,34,6,400951714,-28,0,1,Steelers,2017_16_Texans_Steelers,Bill O'Brien,Mike Tomlin,Home,cloudy,51,56,8,2017-12-25 21:30:00+00:00,Steelers,8 days 00:05:00,345.4,2.8,96.0,0.6,345.4,2.8,0.8,0.0,2.8,0.0,1.2,0.0,56.0,0.0,7.8,100.0,2017-12-25 21:30:00+00:00,NRG Stadium,"Houston, TX",71842.0,71995,100.0,1,12,25,0,21,30,1.0,0.0
262,2017,6,Steelers,Chiefs,19,13,400951776,-6,0,1,Steelers,2017_06_Chiefs_Steelers,Andy Reid,Mike Tomlin,Home,sunny,6,56,14,2017-10-15 20:25:00+00:00,Chiefs,6 days 19:55:00,278.2,2.2,156.2,1.2,278.2,2.2,1.4,0.6,2.8,0.2,0.8,0.0,68.2,0.0,22.2,75.0,2017-10-15 20:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",76994.0,72936,100.0,1,10,15,6,20,25,0.0,1.0
266,2017,9,Cardinals,49ers,20,10,400951763,-10,0,1,Cardinals,2017_09_49ers_Cardinals,Kyle Shanahan,Bruce Arians,Home,sunny,61,48,8,2017-11-05 21:05:00+00:00,49ers,7 days 04:05:00,253.6,0.8,88.6,0.6,253.6,0.8,1.4,0.2,2.8,0.0,0.8,0.0,39.6,0.0,19.8,80.0,2017-11-05 21:05:00+00:00,Levi's Stadium,"Santa Clara, CA",70133.0,68500,100.0,1,11,5,6,21,5,0.0,9.0
270,2017,9,Washington,Seahawks,17,14,400951765,-3,0,1,Redskins,2017_09_Seahawks_Washington,Pete Carroll,Jay Gruden,Home,rain,36,86,11,2017-11-05 21:05:00+00:00,Seahawks,7 days 01:00:00,330.4,2.8,92.4,0.4,330.4,2.8,1.0,0.8,2.2,0.6,1.2,0.4,21.2,0.0,17.4,70.0,2017-11-05 21:05:00+00:00,Lumen Field,"Seattle, WA",68927.0,68740,100.0,1,11,5,6,21,5,1.0,0.0
272,2017,9,Chiefs,Cowboys,17,28,400951786,11,1,0,Cowboys,2017_09_Cowboys_Chiefs,Jason Garrett,Andy Reid,Home,cloudy,68,70,5,2017-11-05 21:25:00+00:00,Chiefs,5 days 20:55:00,281.4,1.8,99.2,0.2,281.4,1.8,1.2,0.8,1.4,0.4,0.8,0.0,47.4,0.0,27.0,95.0,2017-11-05 21:25:00+00:00,AT&T Stadium,"Arlington, TX",93273.0,100000,93.0,1,11,5,6,21,25,0.0,1.0
276,2017,9,Raiders,Dolphins,27,24,400951787,-3,0,1,Raiders,2017_09_Dolphins_Raiders,Adam Gase,Jack Del Rio,Home,cloudy,77,82,2,2017-11-06 01:30:00+00:00,Dolphins,10 days 01:05:00,181.8,1.4,78.8,0.0,181.8,1.4,0.8,0.6,2.4,0.2,0.4,0.0,39.0,0.0,20.4,60.0,2017-11-06 01:30:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65139.0,64767,100.0,1,11,6,0,1,30,0.0,2.0
280,2017,9,Lions,Packers,30,17,400951790,-13,0,1,Lions,2017_09_Packers_Lions,Mike McCarthy,Jim Caldwell,Home,cloudy,35,58,3,2017-11-07 01:30:00+00:00,Lions,8 days 01:00:00,287.4,1.2,71.0,0.4,287.4,1.2,1.4,1.0,1.4,0.4,1.2,0.4,19.4,0.0,28.6,83.34,2017-11-07 01:30:00+00:00,Lambeau Field,"Green Bay, WI",77575.0,81041,96.0,1,11,7,1,1,30,1.0,0.0
284,2017,10,Seahawks,Cardinals,22,16,400951553,-6,0,1,Seahawks,2017_10_Cardinals_Seahawks,Bruce Arians,Pete Carroll,Home,cloudy,79,32,0,2017-11-10 01:25:00+00:00,Cardinals,4 days 04:20:00,264.0,1.4,86.8,0.4,264.0,1.4,1.2,0.2,2.4,0.0,1.2,0.0,34.2,0.0,8.8,53.34,2017-11-10 01:25:00+00:00,State Farm Stadium,"Glendale, AZ",64639.0,65000,99.0,1,11,10,4,1,25,0.0,1.0
288,2017,10,Saints,Bills,47,10,400951555,-37,0,1,Saints,2017_10_Bills_Saints,Sean McDermott,Sean Payton,Home,cloudy,42,50,2,2017-11-12 18:00:00+00:00,Bills,9 days 17:35:00,213.2,1.2,120.2,1.0,213.2,1.2,1.4,1.2,0.8,0.4,1.4,0.0,28.0,0.0,15.2,75.0,2017-11-12 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",67501.0,71621,94.0,1,11,12,6,18,0,0.0,2.0
292,2017,9,Colts,Texans,20,14,400951751,-6,0,1,Colts,2017_09_Texans_Colts,Bill O'Brien,Chuck Pagano,Home,cloudy,84,62,10,2017-11-05 18:00:00+00:00,Colts,7 days 01:00:00,223.2,0.8,110.6,0.6,223.2,0.8,1.6,0.8,2.0,0.2,0.6,0.2,73.8,0.0,3.8,80.0,2017-11-05 18:00:00+00:00,NRG Stadium,"Houston, TX",71709.0,71995,100.0,1,11,5,6,18,0,1.0,0.0
296,2017,10,Steelers,Colts,20,17,400951565,-3,0,1,Steelers,2017_10_Colts_Steelers,Chuck Pagano,Mike Tomlin,Home,cloudy,42,70,5,2017-11-12 18:00:00+00:00,Colts,7 days 00:00:00,253.4,1.0,109.4,0.4,253.4,1.0,1.4,1.0,1.8,0.2,0.2,0.2,60.6,0.0,8.6,80.0,2017-11-12 18:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",66146.0,63000,100.0,1,11,12,6,18,0,0.0,1.0
300,2017,14,Jets,Broncos,0,23,400951665,23,1,0,Broncos,2017_14_Broncos_Jets,Vance Joseph,Todd Bowles,Home,sunny,6,8,3,2017-12-10 21:05:00+00:00,Broncos,7 days 03:05:00,214.6,1.0,84.8,0.2,214.6,1.0,1.2,0.6,1.8,0.4,0.4,0.2,53.8,0.0,12.4,70.0,2017-12-10 21:05:00+00:00,Empower Field at Mile High,"Denver, CO",75518.0,76125,99.0,1,12,10,6,21,5,1.0,0.0
304,2017,14,Washington,Chargers,13,30,400951687,17,1,0,Chargers,2017_14_Chargers_Washington,Anthony Lynn,Jay Gruden,Home,cloudy,81,10,4,2017-12-10 21:05:00+00:00,Chargers,7 days 00:00:00,301.8,1.8,113.0,0.6,301.8,1.8,1.6,0.4,2.4,0.6,2.0,0.4,49.2,0.0,2.6,62.0,2017-12-10 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25393.0,27000,94.0,1,12,10,6,21,5,4.0,0.0
306,2017,7,Jaguars,Colts,27,0,400951589,-27,0,1,Jaguars,2017_07_Colts_Jaguars,Chuck Pagano,Doug Marrone,Home,cloudy,72,59,17,2017-10-22 17:00:00+00:00,Colts,5 days 16:30:00,231.6,0.6,102.0,1.4,231.6,0.6,2.0,0.0,2.2,0.2,1.4,0.2,63.8,0.0,7.6,100.0,2017-10-22 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63104.0,63000,100.0,1,10,22,6,17,0,0.0,2.0
310,2017,7,Cardinals,Rams,0,33,400951593,33,1,0,Rams,2017_07_Rams_Cardinals,Sean McVay,Bruce Arians,Neutral,rain,54,72,10,2017-10-22 17:00:00+00:00,Cardinals,6 days 20:55:00,317.6,1.6,74.8,0.4,317.6,1.6,1.0,0.0,2.2,0.0,1.0,0.0,35.4,0.0,5.8,65.0,2017-10-22 17:00:00+00:00,Twickenham Stadium,London,73736.0,82500,89.0,1,10,22,6,17,0,0.0,1.0
314,2017,7,Jets,Dolphins,28,31,400951598,3,1,0,Dolphins,2017_07_Dolphins_Jets,Adam Gase,Todd Bowles,Home,cloudy,86,67,18,2017-10-22 17:00:00+00:00,Dolphins,7 days 00:00:00,171.4,1.0,87.4,0.0,171.4,1.0,0.8,0.6,2.4,0.2,0.2,0.0,42.0,0.0,19.6,60.0,2017-10-22 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65025.0,64767,100.0,1,10,22,6,17,0,3.0,0.0
318,2017,7,Ravens,Vikings,16,24,400951603,8,1,0,Vikings,2017_07_Vikings_Ravens,Mike Zimmer,John Harbaugh,Home,indoor,68,70,5,2017-10-22 17:00:00+00:00,Ravens,7 days 00:00:00,183.6,0.8,124.0,0.6,183.6,0.8,1.4,0.8,2.2,0.2,1.0,0.0,57.4,0.2,34.0,60.0,2017-10-22 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66751.0,66468,100.0,1,10,22,6,17,0,0.0,2.0
322,2017,7,Cowboys,49ers,40,10,400951619,-30,0,1,Cowboys,2017_07_49ers_Cowboys,Kyle Shanahan,Jason Garrett,Home,sunny,68,60,10,2017-10-22 20:05:00+00:00,49ers,7 days 03:05:00,259.4,1.0,103.6,1.0,259.4,1.0,0.8,0.6,2.8,0.0,0.6,0.0,52.4,0.0,25.8,90.0,2017-10-22 20:05:00+00:00,Levi's Stadium,"Santa Clara, CA",70133.0,68500,100.0,1,10,22,6,20,5,0.0,7.0
326,2017,7,Seahawks,Giants,24,7,400951628,-17,0,1,Seahawks,2017_07_Giants_Seahawks,Ben McAdoo,Pete Carroll,Home,cloudy,75,29,7,2017-10-22 20:25:00+00:00,Giants,6 days 19:55:00,249.2,1.8,100.4,0.4,249.2,1.8,1.0,0.6,2.2,0.2,0.6,0.2,37.2,0.0,13.4,65.0,2017-10-22 20:25:00+00:00,MetLife Stadium,"East Rutherford, NJ",78527.0,82500,95.0,1,10,22,6,20,25,0.0,1.0
330,2017,7,Bengals,Steelers,14,29,400951609,15,1,0,Steelers,2017_07_Steelers_Bengals,Mike Tomlin,Marvin Lewis,Home,sunny,79,37,6,2017-10-22 20:25:00+00:00,Bengals,14 days 03:25:00,244.0,1.4,84.0,0.2,244.0,1.4,1.6,0.0,3.6,0.2,0.8,0.2,38.2,0.0,44.0,70.0,2017-10-22 20:25:00+00:00,Acrisure Stadium,"Pittsburgh, PA",65363.0,68400,96.0,1,10,22,6,20,25,0.0,1.0
334,2017,7,Broncos,Chargers,0,21,400951624,21,1,0,Chargers,2017_07_Chargers_Broncos,Anthony Lynn,Vance Joseph,Home,sunny,9,15,4,2017-10-22 20:25:00+00:00,Broncos,6 days 19:55:00,,,,,,,,,,,,,,,,,2017-10-22 20:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25388.0,27000,94.0,1,10,22,6,20,25,0.0,2.0
338,2017,7,Falcons,Patriots,7,23,400951638,16,1,0,Patriots,2017_07_Patriots_Falcons,Bill Belichick,Dan Quinn,Home,cloudy,68,56,5,2017-10-23 00:30:00+00:00,Falcons,7 days 07:30:00,271.4,1.2,120.6,1.2,271.4,1.2,0.8,0.2,2.4,0.2,0.4,0.0,43.0,0.0,14.6,90.0,2017-10-23 00:30:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,1,10,23,0,0,30,0.0,3.0
342,2017,7,Washington,Eagles,24,34,400951641,10,1,0,Eagles,2017_07_Eagles_Washington,Doug Pederson,Jay Gruden,Home,cloudy,7,78,9,2017-10-24 00:30:00+00:00,Eagles,11 days 00:05:00,255.4,2.2,147.4,0.6,255.4,2.2,1.4,0.2,2.0,0.0,1.0,0.0,25.6,0.0,28.8,86.67999999999999,2017-10-24 00:30:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69596.0,69879,100.0,1,10,24,1,0,30,5.0,0.0
344,2017,15,Dolphins,Bills,16,24,400951774,8,1,0,Bills,2017_15_Bills_Dolphins,Sean McDermott,Adam Gase,Home,cloudy,22,71,8,2017-12-17 18:00:00+00:00,Bills,7 days 00:00:00,149.8,0.8,151.2,0.6,149.8,0.8,1.2,0.2,1.4,0.0,0.4,0.0,65.4,0.0,12.8,75.0,2017-12-17 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",62202.0,71621,87.0,1,12,17,6,18,0,2.0,0.0
348,2017,15,Ravens,Browns,27,10,400951778,-17,0,1,Ravens,2017_15_Browns_Ravens,Hue Jackson,John Harbaugh,Home,cloudy,36,78,0,2017-12-17 18:00:00+00:00,Browns,7 days 00:00:00,222.6,1.2,129.0,0.6,222.6,1.2,2.0,0.2,1.8,0.0,0.2,0.0,60.4,0.0,10.4,55.0,2017-12-17 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",56434.0,67431,84.0,1,12,17,6,18,0,0.0,14.0
352,2017,15,Bengals,Vikings,7,34,400951784,27,1,0,Vikings,2017_15_Vikings_Bengals,Mike Zimmer,Marvin Lewis,Home,indoor,68,70,5,2017-12-17 18:00:00+00:00,Bengals,7 days 00:00:00,211.0,2.0,90.8,0.4,211.0,2.0,1.0,0.2,2.8,0.0,0.6,0.0,35.4,0.0,20.2,40.0,2017-12-17 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66833.0,66468,100.0,1,12,17,6,18,0,0.0,3.0
356,2017,15,Jets,Saints,19,31,400951806,12,1,0,Saints,2017_15_Saints_Jets,Sean Payton,Todd Bowles,Home,rain,67,97,4,2017-12-17 18:00:00+00:00,Jets,6 days 20:55:00,220.0,1.2,115.0,1.2,220.0,1.2,1.0,0.6,3.0,0.0,0.2,0.0,43.8,0.0,3.4,80.0,2017-12-17 18:00:00+00:00,Caesars Superdome,"New Orleans, LA",73018.0,73000,100.0,1,12,17,6,18,0,0.0,2.0
360,2017,15,Eagles,Giants,34,29,400951808,-5,0,1,Eagles,2017_15_Giants_Eagles,Steve Spagnuolo,Doug Pederson,Home,cloudy,35,58,5,2017-12-17 18:00:00+00:00,Eagles,6 days 20:35:00,266.2,2.8,165.0,1.0,266.2,2.8,1.6,0.6,2.6,0.4,1.4,0.0,21.6,0.0,10.0,80.0,2017-12-17 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",76896.0,82500,93.0,1,12,17,6,18,0,2.0,0.0
364,2017,7,Saints,Packers,26,17,400951585,-9,0,1,Saints,2017_07_Packers_Saints,Mike McCarthy,Sean Payton,Home,rain,52,100,10,2017-10-22 17:00:00+00:00,Packers,7 days 00:00:00,246.2,2.6,89.2,0.6,246.2,2.6,0.8,1.2,1.6,0.2,0.8,0.2,16.6,0.0,16.6,80.0,2017-10-22 17:00:00+00:00,Lambeau Field,"Green Bay, WI",78380.0,81041,97.0,1,10,22,6,17,0,0.0,2.0
368,2017,7,Titans,Browns,12,9,400951582,-3,0,1,Titans,2017_07_Browns_Titans,Hue Jackson,Mike Mularkey,Home,sunny,74,56,12,2017-10-22 17:00:00+00:00,Browns,7 days 00:00:00,229.2,1.2,104.6,0.6,229.2,1.2,1.4,0.6,2.4,0.2,0.6,0.2,26.8,0.0,15.0,40.0,2017-10-22 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",59061.0,67431,88.0,1,10,22,6,17,0,0.0,7.0
372,2017,7,Panthers,Bears,3,17,400951578,14,1,0,Bears,2017_07_Bears_Panthers,John Fox,Ron Rivera,Home,cloudy,68,70,5,2017-10-22 17:00:00+00:00,Bears,7 days 00:00:00,184.0,1.4,138.2,0.6,184.0,1.4,2.8,0.8,2.8,0.2,0.4,0.2,65.2,0.0,17.0,30.0,2017-10-22 17:00:00+00:00,Soldier Field,"Chicago, IL",61256.0,61500,100.0,1,10,22,6,17,0,2.0,0.0
376,2017,7,Buccaneers,Bills,27,30,400951575,3,1,0,Bills,2017_07_Bills_Buccaneers,Sean McDermott,Dirk Koetter,Home,sunny,74,45,9,2017-10-22 17:00:00+00:00,Bills,14 days 00:00:00,182.0,1.2,106.6,0.2,182.0,1.2,0.8,0.4,2.4,0.2,1.6,0.0,26.2,0.0,19.6,80.0,2017-10-22 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68561.0,71621,96.0,1,10,22,6,17,0,1.0,0.0
380,2017,6,Rams,Jaguars,27,17,400951773,-10,0,1,Rams,2017_06_Jaguars_Rams,Doug Marrone,Sean McVay,Home,rain,88,68,10,2017-10-15 20:05:00+00:00,Jaguars,7 days 03:05:00,165.4,1.4,165.2,1.0,165.4,1.4,0.6,1.0,4.0,0.8,2.0,0.4,26.8,0.0,2.6,88.34,2017-10-15 20:05:00+00:00,TIAA Bank Field,"Jacksonville, FL",56232.0,67858,83.0,1,10,15,6,20,5,0.0,1.0
384,2017,6,Buccaneers,Cardinals,33,38,400951770,5,1,0,Cardinals,2017_06_Cardinals_Buccaneers,Bruce Arians,Dirk Koetter,Home,cloudy,68,70,5,2017-10-15 20:05:00+00:00,Buccaneers,9 days 19:40:00,,,,,,,,,,,,,,,,,2017-10-15 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",63999.0,65000,98.0,1,10,15,6,20,5,0.0,2.0
388,2017,6,Browns,Texans,17,33,400951700,16,1,0,Texans,2017_06_Texans_Browns,Bill O'Brien,Hue Jackson,Home,cloudy,85,62,7,2017-10-15 17:00:00+00:00,Browns,7 days 00:00:00,245.6,1.2,89.2,0.8,245.6,1.2,1.4,0.6,2.4,0.0,0.6,0.0,29.6,0.0,13.2,40.0,2017-10-15 17:00:00+00:00,NRG Stadium,"Houston, TX",71815.0,71995,100.0,1,10,15,6,17,0,0.0,6.0
392,2017,6,Bears,Ravens,27,24,400951699,-3,0,1,Bears,2017_06_Ravens_Bears,John Harbaugh,John Fox,Home,sunny,69,87,7,2017-10-15 17:00:00+00:00,Bears,5 days 16:30:00,199.8,1.2,117.0,0.8,199.8,1.2,2.4,0.6,2.6,0.0,0.0,0.0,58.2,0.0,17.4,30.0,2017-10-15 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70616.0,70745,100.0,1,10,15,6,17,0,1.0,0.0
396,2017,6,49ers,Washington,24,26,400951767,2,1,0,Redskins,2017_06_Washington_49ers,Jay Gruden,Kyle Shanahan,Home,cloudy,68,85,4,2017-10-15 17:00:00+00:00,49ers,7 days 00:00:00,242.2,0.8,96.8,0.6,242.2,0.8,1.0,0.6,2.6,0.0,0.6,0.0,52.4,0.0,19.8,100.0,2017-10-15 17:00:00+00:00,FedExField,"Landover, MD",75568.0,67617,100.0,1,10,15,6,17,0,0.0,6.0
398,2017,6,Patriots,Jets,24,17,400951766,-7,0,1,Patriots,2017_06_Jets_Patriots,Todd Bowles,Bill Belichick,Home,cloudy,73,70,13,2017-10-15 17:00:00+00:00,Jets,7 days 00:00:00,210.2,1.0,111.4,0.8,210.2,1.0,2.2,0.2,1.4,0.0,1.2,0.0,29.6,0.0,18.4,88.34,2017-10-15 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77562.0,82500,94.0,1,10,15,6,17,0,0.0,1.0
402,2017,6,Lions,Saints,38,52,400951704,14,1,0,Saints,2017_06_Saints_Lions,Sean Payton,Jim Caldwell,Home,cloudy,84,80,2,2017-10-15 17:00:00+00:00,Lions,7 days 00:00:00,223.2,1.8,87.6,0.4,223.2,1.8,1.0,0.8,2.6,0.4,1.4,0.4,19.4,0.0,33.0,93.34,2017-10-15 17:00:00+00:00,Caesars Superdome,"New Orleans, LA",73117.0,73000,100.0,1,10,15,6,17,0,0.0,2.0
406,2017,15,Cardinals,Washington,15,20,400951809,5,1,0,Redskins,2017_15_Washington_Cardinals,Jay Gruden,Bruce Arians,Home,cloudy,5,47,1,2017-12-17 18:00:00+00:00,Cardinals,6 days 20:55:00,234.0,1.4,88.8,0.4,234.0,1.4,1.0,0.6,2.6,0.0,1.0,0.0,34.2,0.0,33.2,66.0,2017-12-17 18:00:00+00:00,FedExField,"Landover, MD",71026.0,67617,100.0,1,12,17,6,18,0,0.0,1.0
408,2017,6,Packers,Vikings,10,23,400951702,13,1,0,Vikings,2017_06_Vikings_Packers,Mike Zimmer,Mike McCarthy,Home,indoor,68,70,5,2017-10-15 17:00:00+00:00,Packers,6 days 20:35:00,273.4,2.6,91.6,0.8,273.4,2.6,0.6,1.2,2.2,0.2,0.6,0.2,3.4,0.0,15.0,80.0,2017-10-15 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66848.0,66468,100.0,1,10,15,6,17,0,0.0,1.0
412,2017,6,Eagles,Panthers,28,23,400951695,-5,0,1,Eagles,2017_06_Panthers_Eagles,Ron Rivera,Doug Pederson,Home,cloudy,72,88,6,2017-10-13 00:25:00+00:00,Eagles,4 days 07:25:00,272.4,2.0,138.8,0.6,272.4,2.0,1.2,0.8,2.4,0.2,0.6,0.0,27.2,0.0,28.8,86.67999999999999,2017-10-13 00:25:00+00:00,Bank of America Stadium,"Charlotte, NC",74373.0,73778,100.0,1,10,13,4,0,25,4.0,0.0
416,2017,6,Giants,Broncos,23,10,400951782,-13,0,1,Giants,2017_06_Broncos_Giants,Vance Joseph,Ben McAdoo,Home,cloudy,61,17,4,2017-10-16 00:30:00+00:00,Broncos,14 days 04:05:00,,,,,,,,,,,,,,,,,2017-10-16 00:30:00+00:00,Empower Field at Mile High,"Denver, CO",76721.0,76125,100.0,1,10,16,0,0,30,0.0,1.0
420,2017,6,Colts,Titans,22,36,400951785,14,1,0,Titans,2017_06_Titans_Colts,Mike Mularkey,Chuck Pagano,Home,cloudy,57,55,7,2017-10-17 00:30:00+00:00,Colts,8 days 07:30:00,225.0,0.4,100.0,1.6,225.0,0.4,2.4,0.2,2.2,0.0,1.2,0.0,32.4,0.0,7.6,90.0,2017-10-17 00:30:00+00:00,Nissan Stadium,"Nashville, TN",63888.0,69143,92.0,1,10,17,1,0,30,0.0,1.0
424,2017,7,Chiefs,Raiders,30,31,400951571,1,1,0,Raiders,2017_07_Raiders_Chiefs,Jack Del Rio,Andy Reid,Home,cloudy,62,78,1,2017-10-20 00:25:00+00:00,Chiefs,4 days 04:00:00,253.8,1.6,124.8,0.8,253.8,1.6,1.2,0.6,2.4,0.2,1.0,0.0,60.2,0.0,28.0,95.0,2017-10-20 00:25:00+00:00,Oakland Coliseum,"Oakland, CA",55090.0,55997,98.0,1,10,20,4,0,25,0.0,2.0
428,2017,15,Broncos,Colts,25,13,400951705,-12,0,1,Broncos,2017_15_Colts_Broncos,Chuck Pagano,Vance Joseph,Home,cloudy,25,62,5,2017-12-15 01:25:00+00:00,Broncos,4 days 04:20:00,213.0,1.0,94.6,0.4,213.0,1.0,1.0,0.6,2.2,0.2,0.6,0.2,32.6,0.0,16.0,65.0,2017-12-15 01:25:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63411.0,63000,100.0,1,12,15,4,1,25,2.0,0.0
432,2017,15,Bears,Lions,10,20,400951768,10,1,0,Lions,2017_15_Lions_Bears,Jim Caldwell,John Fox,Home,indoor,68,70,5,2017-12-16 21:30:00+00:00,Bears,6 days 03:30:00,199.2,0.8,115.4,1.0,199.2,0.8,1.2,1.0,2.4,0.0,0.4,0.0,72.6,0.0,19.0,60.0,2017-12-16 21:30:00+00:00,Ford Field,"Detroit, MI",65872.0,64500,100.0,1,12,16,5,21,30,0.0,1.0
436,2017,15,Chargers,Chiefs,13,30,400951772,17,1,0,Chiefs,2017_15_Chiefs_Chargers,Andy Reid,Anthony Lynn,Home,cloudy,53,36,9,2017-12-17 01:25:00+00:00,Chargers,6 days 04:20:00,323.8,2.0,116.4,0.6,323.8,2.0,1.2,0.4,2.2,0.6,2.2,0.4,38.8,0.0,13.6,82.0,2017-12-17 01:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",75011.0,72936,100.0,1,12,17,6,1,25,0.0,1.0
440,2017,6,Dolphins,Falcons,20,17,400951697,-3,0,1,Dolphins,2017_06_Falcons_Dolphins,Dan Quinn,Adam Gase,Home,indoor,68,70,5,2017-10-15 17:00:00+00:00,Dolphins,7 days 00:00:00,,,,,,,,,,,,,,,,,2017-10-15 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",70593.0,75000,94.0,1,10,15,6,17,0,2.0,0.0
